epoch;accuracy;loss
140;0.20000000298023224;inf
141;0.20000000298023224;inf
142;0.20000000298023224;inf
143;0.20000000298023224;inf
144;0.20000000298023224;inf
145;0.20000000298023224;inf
146;0.20000000298023224;inf
147;0.20000000298023224;inf
148;0.20000000298023224;inf
149;0.20000000298023224;inf
150;0.20000000298023224;inf
151;0.20000000298023224;inf
152;0.4000000059604645;inf
153;0.4000000059604645;inf
154;0.4000000059604645;inf
155;0.4000000059604645;inf
156;0.4000000059604645;inf
157;0.4000000059604645;inf
158;0.4000000059604645;inf
159;0.4000000059604645;inf
160;0.4000000059604645;inf
161;0.4000000059604645;inf
162;0.4000000059604645;inf
163;0.4000000059604645;inf
164;0.4000000059604645;inf
165;0.4000000059604645;inf
166;0.4000000059604645;inf
167;0.4000000059604645;inf
168;0.4000000059604645;inf
169;0.4000000059604645;inf
170;0.4000000059604645;inf
171;0.4000000059604645;inf
172;0.4000000059604645;inf
173;0.4000000059604645;inf
174;0.4000000059604645;inf
175;0.4000000059604645;inf
176;0.4000000059604645;inf
177;0.4000000059604645;inf
178;0.4000000059604645;inf
179;0.4000000059604645;inf
180;0.4000000059604645;inf
181;0.4000000059604645;inf
182;0.4000000059604645;inf
183;0.4000000059604645;inf
184;0.4000000059604645;inf
185;0.4000000059604645;inf
186;0.4000000059604645;inf
187;0.4000000059604645;inf
188;0.4000000059604645;inf
189;0.4000000059604645;inf
190;0.4000000059604645;inf
191;0.4000000059604645;inf
192;0.4000000059604645;inf
193;0.4000000059604645;inf
194;0.4000000059604645;inf
195;0.4000000059604645;inf
196;0.4000000059604645;inf
197;0.4000000059604645;inf
198;0.4000000059604645;inf
199;0.6000000238418579;inf
200;0.6000000238418579;inf
201;0.6000000238418579;inf
202;0.6000000238418579;inf
203;0.6000000238418579;inf
204;0.6000000238418579;inf
205;0.6000000238418579;inf
206;0.6000000238418579;inf
207;0.6000000238418579;inf
208;0.6000000238418579;inf
209;0.6000000238418579;inf
210;0.6000000238418579;inf
211;0.6000000238418579;inf
212;0.6000000238418579;inf
213;0.6000000238418579;inf
214;0.6000000238418579;inf
215;0.6000000238418579;inf
216;0.6000000238418579;inf
217;0.6000000238418579;inf
218;0.6000000238418579;inf
219;0.6000000238418579;inf
220;0.6000000238418579;inf
221;0.6000000238418579;inf
222;0.6000000238418579;inf
223;0.6000000238418579;inf
224;0.6000000238418579;inf
225;0.6000000238418579;inf
226;0.6000000238418579;inf
227;0.6000000238418579;inf
228;0.6000000238418579;inf
229;0.6000000238418579;inf
230;0.6000000238418579;inf
231;0.6000000238418579;inf
232;0.6000000238418579;inf
233;0.6000000238418579;inf
234;0.6000000238418579;inf
235;0.6000000238418579;inf
236;0.6000000238418579;inf
237;0.6000000238418579;inf
238;0.6000000238418579;inf
239;0.6000000238418579;inf
240;0.6000000238418579;inf
241;0.6000000238418579;inf
242;0.6000000238418579;inf
243;0.6000000238418579;inf
244;0.6000000238418579;inf
245;0.6000000238418579;inf
246;0.6000000238418579;inf
247;0.6000000238418579;inf
248;0.6000000238418579;inf
249;0.6000000238418579;inf
250;0.6000000238418579;inf
251;0.6000000238418579;inf
252;0.6000000238418579;inf
253;0.6000000238418579;inf
254;0.6000000238418579;inf
255;0.6000000238418579;inf
256;0.6000000238418579;inf
257;0.6000000238418579;inf
258;0.6000000238418579;inf
259;0.6000000238418579;inf
260;0.6000000238418579;inf
261;0.6000000238418579;inf
262;0.6000000238418579;inf
263;0.6000000238418579;inf
264;0.6000000238418579;inf
265;0.6000000238418579;inf
266;0.6000000238418579;inf
267;0.6000000238418579;inf
268;0.6000000238418579;inf
269;0.6000000238418579;inf
270;0.6000000238418579;inf
271;0.6000000238418579;inf
272;0.6000000238418579;inf
273;0.6000000238418579;inf
274;0.6000000238418579;inf
275;0.6000000238418579;inf
276;0.6000000238418579;inf
277;0.6000000238418579;inf
278;0.6000000238418579;inf
279;0.6000000238418579;inf
280;0.6000000238418579;inf
281;0.6000000238418579;inf
282;0.6000000238418579;inf
283;0.6000000238418579;inf
284;0.6000000238418579;inf
285;0.6000000238418579;inf
286;0.6000000238418579;inf
287;0.6000000238418579;inf
288;0.6000000238418579;inf
289;0.6000000238418579;inf
290;0.6000000238418579;inf
291;0.6000000238418579;inf
292;0.6000000238418579;inf
293;0.6000000238418579;inf
294;0.6000000238418579;inf
295;0.6000000238418579;inf
296;0.6000000238418579;inf
297;0.6000000238418579;inf
298;0.6000000238418579;inf
299;0.6000000238418579;inf
300;0.6000000238418579;inf
301;0.6000000238418579;inf
302;0.6000000238418579;inf
303;0.6000000238418579;inf
304;0.6000000238418579;inf
305;0.6000000238418579;inf
306;0.6000000238418579;inf
307;0.6000000238418579;inf
308;0.6000000238418579;inf
309;0.6000000238418579;inf
310;0.6000000238418579;inf
311;0.6000000238418579;inf
312;0.6000000238418579;inf
313;0.6000000238418579;inf
314;0.6000000238418579;inf
315;0.6000000238418579;inf
316;0.6000000238418579;inf
317;0.6000000238418579;inf
318;0.6000000238418579;inf
319;0.6000000238418579;inf
320;0.6000000238418579;inf
321;0.6000000238418579;inf
322;0.6000000238418579;inf
323;0.6000000238418579;inf
324;0.6000000238418579;inf
325;0.6000000238418579;inf
326;0.6000000238418579;inf
327;0.6000000238418579;inf
328;0.6000000238418579;inf
329;0.6000000238418579;inf
330;0.6000000238418579;inf
331;0.6000000238418579;inf
332;0.6000000238418579;inf
333;0.6000000238418579;inf
334;0.6000000238418579;inf
335;0.6000000238418579;inf
336;0.6000000238418579;inf
337;0.6000000238418579;inf
338;0.6000000238418579;inf
339;0.6000000238418579;inf
340;0.6000000238418579;inf
341;0.6000000238418579;inf
342;0.6000000238418579;inf
343;0.6000000238418579;inf
344;0.6000000238418579;inf
345;0.6000000238418579;inf
346;0.6000000238418579;inf
347;0.6000000238418579;inf
348;0.6000000238418579;inf
349;0.6000000238418579;inf
350;0.6000000238418579;inf
351;0.6000000238418579;inf
352;0.6000000238418579;inf
353;0.6000000238418579;inf
354;0.6000000238418579;inf
355;0.6000000238418579;inf
356;0.6000000238418579;inf
357;0.6000000238418579;inf
358;0.6000000238418579;inf
359;0.6000000238418579;inf
360;0.6000000238418579;inf
361;0.6000000238418579;inf
362;0.6000000238418579;inf
363;0.6000000238418579;inf
364;0.6000000238418579;inf
365;0.6000000238418579;inf
366;0.6000000238418579;inf
367;0.6000000238418579;inf
368;0.6000000238418579;inf
369;0.6000000238418579;inf
370;0.6000000238418579;inf
371;0.6000000238418579;inf
372;0.6000000238418579;inf
373;0.6000000238418579;inf
374;0.6000000238418579;inf
375;0.6000000238418579;inf
376;0.6000000238418579;inf
377;0.6000000238418579;inf
378;0.6000000238418579;inf
379;0.6000000238418579;inf
380;0.6000000238418579;inf
381;0.6000000238418579;inf
382;0.6000000238418579;inf
383;0.6000000238418579;inf
384;0.6000000238418579;inf
385;0.6000000238418579;inf
386;0.6000000238418579;inf
387;0.6000000238418579;inf
388;0.6000000238418579;inf
389;0.6000000238418579;inf
390;0.6000000238418579;inf
391;0.6000000238418579;inf
392;0.6000000238418579;inf
393;0.6000000238418579;inf
394;0.6000000238418579;inf
395;0.6000000238418579;inf
396;0.6000000238418579;inf
397;0.6000000238418579;inf
398;0.6000000238418579;inf
399;0.6000000238418579;inf
400;0.6000000238418579;inf
401;0.6000000238418579;inf
402;0.6000000238418579;inf
403;0.6000000238418579;inf
404;0.6000000238418579;inf
405;0.6000000238418579;inf
406;0.6000000238418579;inf
407;0.6000000238418579;inf
408;0.6000000238418579;inf
409;0.6000000238418579;inf
410;0.6000000238418579;inf
411;0.6000000238418579;inf
412;0.6000000238418579;inf
413;0.6000000238418579;inf
414;0.6000000238418579;inf
415;0.6000000238418579;inf
416;0.6000000238418579;inf
417;0.6000000238418579;inf
418;0.6000000238418579;inf
419;0.6000000238418579;inf
420;0.6000000238418579;inf
421;0.6000000238418579;inf
422;0.6000000238418579;inf
423;0.6000000238418579;inf
424;0.6000000238418579;inf
425;0.6000000238418579;inf
426;0.6000000238418579;inf
427;0.6000000238418579;inf
428;0.6000000238418579;inf
429;0.6000000238418579;inf
430;0.6000000238418579;inf
431;0.6000000238418579;inf
432;0.6000000238418579;inf
433;0.6000000238418579;inf
434;0.6000000238418579;inf
435;0.6000000238418579;inf
436;0.6000000238418579;inf
437;0.6000000238418579;inf
438;0.6000000238418579;inf
439;0.6000000238418579;inf
440;0.6000000238418579;inf
441;0.6000000238418579;inf
442;0.6000000238418579;inf
443;0.6000000238418579;inf
444;0.6000000238418579;inf
445;0.6000000238418579;inf
446;0.6000000238418579;inf
447;0.6000000238418579;inf
448;0.6000000238418579;inf
449;0.6000000238418579;inf
450;0.6000000238418579;inf
451;0.6000000238418579;inf
452;0.6000000238418579;inf
453;0.6000000238418579;inf
454;0.6000000238418579;inf
455;0.6000000238418579;inf
456;0.6000000238418579;inf
457;0.6000000238418579;inf
458;0.6000000238418579;inf
459;0.6000000238418579;inf
460;0.6000000238418579;inf
461;0.6000000238418579;inf
462;0.6000000238418579;inf
463;0.6000000238418579;inf
464;0.6000000238418579;inf
465;0.6000000238418579;inf
466;0.6000000238418579;inf
467;0.6000000238418579;inf
468;0.6000000238418579;inf
469;0.6000000238418579;inf
470;0.6000000238418579;inf
471;0.6000000238418579;inf
472;0.6000000238418579;inf
473;0.6000000238418579;inf
474;0.6000000238418579;inf
475;0.6000000238418579;inf
476;0.6000000238418579;inf
477;0.6000000238418579;inf
478;0.6000000238418579;inf
479;0.6000000238418579;inf
480;0.6000000238418579;inf
481;0.6000000238418579;inf
482;0.6000000238418579;inf
483;0.6000000238418579;inf
484;0.6000000238418579;inf
485;0.6000000238418579;inf
486;0.6000000238418579;inf
487;0.6000000238418579;inf
488;0.6000000238418579;inf
489;0.6000000238418579;inf
490;0.6000000238418579;inf
491;0.6000000238418579;inf
492;0.6000000238418579;inf
493;0.6000000238418579;inf
494;0.6000000238418579;inf
495;0.6000000238418579;inf
496;0.6000000238418579;inf
497;0.6000000238418579;inf
498;0.6000000238418579;inf
499;0.6000000238418579;inf
